<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.25	4486.193	4500.024	4484.470	4495.245	9584	0	160
2025.12.26	4495.172	4550.219	4492.254	4532.568	415390	0	160
2025.12.28	4546.214	4548.500	4523.347	4527.184	25348	0	160
2025.12.29	4527.210	4528.013	4302.137	4345.645	687140	0	160
2025.12.30	4345.569	4404.215	4324.366	4338.922	466135	0	160
2025.12.31	4338.986	4373.418	4274.379	4318.847	443576	0	160
2026.01.01	4328.340	4351.513	4327.659	4348.337	8188	0	160
2026.01.02	4348.358	4402.406	4309.669	4331.759	383280	0	160
2026.01.04	4353.486	4375.948	4349.802	4372.570	15714	0	160
2026.01.05	4372.597	4460.318	4370.227	4440.334	452075	0	160
2026.01.06	4440.402	4500.541	4427.675	4493.261	380249	0	160
2026.01.07	4493.308	4495.916	4423.563	4463.418	436178	0	160
2026.01.08	4463.383	4484.208	4407.580	4475.597	420581	0	160
2026.01.09	4475.632	4517.180	4452.819	4509.075	374570	0	160
2026.01.11	4517.918	4545.041	4517.918	4539.960	13278	0	160
2026.01.12	4540.016	4630.117	4536.245	4599.371	487611	0	160
2026.01.13	4599.408	4634.727	4569.234	4597.136	420097	0	160
2026.01.14	4597.181	4643.189	4597.140	4615.294	459092	0	160
2026.01.15	4615.266	4624.902	4580.995	4610.284	443064	0	160
2026.01.16	4610.315	4620.517	4536.729	4596.588	438635	0	160
2026.01.18	4655.358	4690.741	4653.848	4672.573	25614	0	160
2026.01.19	4672.630	4682.118	4653.161	4665.406	260535	0	160
2026.01.20	4665.371	4781.129	4659.471	4775.878	448500	0	160
2026.01.21	4775.829	4888.466	4755.898	4778.370	730181	0	160
2026.01.22	4778.245	4960.586	4772.238	4958.972	461649	0	160
2026.01.23	4959.011	4989.804	4899.545	4988.337	467650	0	160
2026.01.25	5019.847	5040.296	5003.575	5039.789	30690	0	160
2026.01.26	5039.821	5111.173	4989.632	5043.629	848877	0	160
2026.01.27	5043.588	5190.490	5013.485	5172.433	769108	0	160
2026.01.28	5172.389	5570.018	5157.059	5513.022	1051576	0	160
2026.01.29	5512.989	5595.324	5094.978	5438.589	1285744	0	160
2026.01.30	5438.551	5450.917	4682.526	4891.496	2316173	0	160
2026.02.01	4793.519	4819.788	4697.912	4741.422	41037	0	160
2026.02.02	4741.538	4884.887	4402.065	4774.148	1432064	0	160
2026.02.03	4774.235	4993.644	4745.492	4947.171	747521	0	160
2026.02.04	4947.389	5091.855	4852.072	5012.195	568377	0	160
2026.02.05	5012.269	5020.399	4703.348	4703.690	830315	0	160
2026.02.06	4703.682	4971.378	4655.088	4968.204	471506	0	160
2026.02.08	4967.633	5046.837	4964.715	5035.944	13824	0	240
2026.02.09	5036.019	5086.697	4969.128	5031.903	311475	0	160
2026.02.10	5031.829	5078.559	4998.800	5041.550	293948	0	160
2026.02.11	5041.616	5119.179	5018.860	5061.397	284074	0	160
2026.02.12	5061.305	5083.734	4878.413	4920.140	389208	0	160
2026.02.13	4920.033	5046.101	4913.672	5042.605	296561	0	160
2026.02.15	5026.640	5032.130	5010.128	5019.916	9972	0	240
2026.02.16	5019.896	5031.398	4964.573	4989.993	142923	0	160
2026.02.17	4989.878	4991.592	4841.171	4859.523	318715	0	160
2026.02.18	4859.221	5010.974	4858.434	4976.152	188744	0	160
2026.02.19	4976.014	5022.355	4960.470	4987.657	183456	0	160
2026.02.20	4987.647	5108.149	4981.605	5105.809	253008	0	160
2026.02.22	5111.637	5171.868	5108.785	5165.373	10740	0	240
2026.02.23	5165.366	5249.420	5122.100	5235.933	231862	0	240
2026.02.24	5235.839	5237.900	5093.422	5146.578	264906	0	240
2026.02.25	5146.526	5217.544	5136.376	5163.219	208169	0	240
2026.02.26	5163.297	5205.507	5130.605	5184.462	236587	0	240
2026.02.27	5184.431	5281.293	5166.688	5279.022	218865	0	240
2026.03.01	5319.272	5393.506	5314.681	5386.804	16205	0	360
2026.03.02	5386.823	5419.154	5260.224	5345.688	413631	0	360
2026.03.03	5345.693	5379.802	4995.774	5125.083	665598	0	240
2026.03.04	5125.088	5206.015	5105.746	5164.962	392489	0	240
2026.03.05	5164.887	5194.924	5050.681	5086.266	342262	0	240
2026.03.06	5086.091	5176.565	5062.583	5174.067	293150	0	240
2026.03.08	5178.794	5180.106	5044.202	5075.425	40891	0	264
2026.03.09	5075.836	5155.948	5014.424	5139.631	343784	0	240
2026.03.10	5139.457	5238.508	5124.527	5196.851	239723	0	360
2026.03.11	5196.925	5222.913	5129.626	5134.222	202818	0	360
2026.03.12	5134.051	5191.690	5054.751	5098.163	219298	0	240
2026.03.13	5098.089	5128.452	5009.588	5020.962	225693	0	240
2026.03.15	5017.112	5030.460	4966.796	4997.507	23774	0	160
2026.03.16	4997.434	5038.065	4970.011	5012.841	236078	0	160
2026.03.17	5012.899	5044.474	4973.345	5002.750	188048	0	200
2026.03.18	5002.803	5016.207	4804.231	4836.832	292729	0	200
2026.03.19	4836.657	4866.892	4502.509	4643.703	606735	0	200
2026.03.20	4643.631	4735.839	4477.074	4497.488	732826	0	260
2026.03.22	4477.751	4536.226	4449.277	4464.824	48653	0	280
2026.03.23	4464.593	4512.743	4098.357	4441.196	2066597	0	260
2026.03.24	4441.128	4551.348	4305.550	4546.735	1128338	0	336
2026.03.25	4546.765	4602.458	4486.885	4498.103	707012	0	280
2026.03.26	4498.363	4544.523	4350.964	4404.911	928410	0	280
2026.03.27	4404.958	4555.421	4375.236	4495.377	504245	0	280
2026.03.29	4511.704	4514.060	4443.749	4448.566	33610	0	280
2026.03.30	4448.654	4580.668	4418.467	4513.571	447222	0	280
2026.03.31	4513.541	4699.931	4482.483	4696.420	477872	0	280
2026.04.01	4696.362	4800.282	4666.934	4784.149	373786	0	280
2026.04.02	4784.220	4798.740	4553.870	4675.248	607716	0	280
2026.04.05	4662.786	4662.786	4605.062	4610.653	31094	0	280
2026.04.06	4610.685	4706.668	4600.593	4658.722	306000	0	280
2026.04.07	4658.955	4836.336	4607.349	4833.203	507505	0	280
2026.04.08	4833.280	4857.307	4699.492	4715.520	398847	0	280
2026.04.09	4715.592	4801.202	4698.134	4763.591	299774	0	280
2026.04.10	4763.654	4795.160	4730.601	4749.287	240340	0	160
2026.04.12	4670.253	4685.174	4644.273	4671.454	23189	0	280
2026.04.13	4671.211	4765.991	4664.573	4757.481	286369	0	280
2026.04.14	4757.639	4850.545	4751.504	4836.910	234761	0	280
2026.04.15	4836.967	4871.290	4786.070	4823.481	243482	0	280
2026.04.16	4823.314	4838.319	4772.888	4791.644	229623	0	280
2026.04.17	4791.552	4889.686	4767.467	4832.686	256007	0	280
2026.04.19	4774.480	4795.312	4736.757	4755.037	23620	0	360
2026.04.20	4755.259	4833.046	4744.867	4821.549	245282	0	280
2026.04.21	4821.611	4830.641	4668.161	4737.871	328595	0	280
2026.04.22	4738.047	4772.356	4723.353	4727.939	201759	0	280
2026.04.23	4728.005	4753.764	4664.091	4695.224	335641	0	280
2026.04.24	4695.151	4740.221	4657.574	4708.451	245302	0	280
2026.04.26	4696.068	4699.827	4674.842	4680.054	11791	0	280
2026.04.27	4680.118	4730.124	4666.989	4692.035	198664	0	280
2026.04.28	4692.097	4701.388	4554.786	4595.762	285316	0	280
2026.04.29	4595.826	4610.404	4510.127	4561.679	299395	0	280
2026.04.30	4561.637	4646.985	4540.766	4626.341	294558	0	280
2026.05.01	4626.523	4660.228	4559.759	4613.520	219225	0	280
2026.05.03	4625.982	4629.394	4611.106	4613.705	11713	0	280
2026.05.04	4613.930	4618.516	4500.541	4518.980	344068	0	280
2026.05.05	4518.929	4595.722	4513.422	4593.801	195416	0	280
2026.05.06	4593.729	4723.017	4588.063	4698.970	259788	0	280
2026.05.07	4698.866	4764.711	4681.721	4704.064	294922	0	280
2026.05.08	4704.002	4749.575	4693.892	4715.081	235873	0	280
2026.05.10	4691.841	4698.608	4678.962	4691.675	12982	0	280
2026.05.11	4691.528	4770.061	4648.243	4767.591	256716	0	280
2026.05.12	4767.509	4773.564	4637.982	4716.694	280993	0	280
2026.05.13	4717.084	4727.045	4669.361	4696.689	217960	0	280
2026.05.14	4696.323	4718.881	4644.307	4652.305	254695	0	280
2026.05.15	4652.261	4658.300	4511.162	4539.547	376461	0	280
2026.05.17	4538.378	4554.710	4532.026	4536.897	19305	0	280
2026.05.18	4536.965	4588.920	4480.202	4581.568	405762	0	280
2026.05.19	4581.926	4589.369	4464.373	4489.452	330834	0	280
2026.05.20	4489.396	4552.982	4453.399	4546.321	356176	0	280
2026.05.21	4546.372	4571.018	4488.377	4535.299	342208	0	280
2026.05.22	4535.358	4541.010	4491.479	4507.952	241343	0	280
2026.05.24	4545.376	4579.984	4543.319	4567.100	15874	0	280
2026.05.25	4567.126	4580.329	4550.320	4559.694	157227	0	280
2026.05.26	4559.464	4559.948	4482.236	4519.734	243212	0	280
2026.05.27	4519.674	4525.792	4401.265	4447.141	283387	0	280
2026.05.28	4447.199	4516.588	4366.232	4494.974	311607	0	280
2026.05.29	4495.227	4595.189	4491.898	4540.363	253542	0	280
2026.05.31	4521.201	4545.711	4518.354	4539.642	13327	0	280
2026.06.01	4539.703	4546.124	4447.558	4484.275	248816	0	280
2026.06.02	4484.445	4541.596	4462.278	4474.199	220361	0	280
2026.06.03	4474.127	4496.778	4423.591	4457.096	252682	0	280
2026.06.04	4457.449	4515.517	4443.198	4461.516	254226	0	280
2026.06.05	4461.463	4475.911	4311.591	4328.480	346837	0	260
2026.06.07	4325.114	4347.047	4310.169	4343.828	24513	0	260
2026.06.08	4343.881	4353.374	4268.309	4317.619	372142	0	260
2026.06.09	4317.567	4363.473	4210.259	4222.118	382184	0	260
2026.06.10	4222.153	4228.480	4023.831	4047.261	536348	0	260
2026.06.11	4047.203	4246.250	4036.048	4219.785	619423	0	260
2026.06.12	4219.997	4235.655	4170.058	4218.665	387212	0	260
2026.06.14	4270.346	4308.995	4269.222	4293.940	20056	0	280
2026.06.15	4294.108	4369.321	4285.422	4315.715	245547	0	260
2026.06.16	4315.658	4354.991	4306.624	4331.111	213812	0	260
2026.06.17	4331.252	4382.328	4218.832	4277.846	416580	0	260
2026.06.18	4277.923	4329.955	4186.720	4188.559	327845	0	260
2026.06.19	4188.495	4197.941	4121.623	4155.421	207107	0	260
2026.06.21	4153.418	4164.776	4136.447	4140.090	17310	0	260
2026.06.22	4140.145	4221.311	4139.902	4187.409	295630	0	260
2026.06.23	4187.625	4198.671	4080.827	4099.048	353274	0	260
2026.06.24	4098.986	4111.928	3958.811	4012.325	760924	0	160
2026.06.25	4012.270	4044.267	3962.365	4014.651	478189	0	240
2026.06.26	4014.590	4096.053	3982.879	4088.245	326151	0	240
2026.06.28	4075.881	4085.307	4051.708	4062.831	18274	0	240
2026.06.29	4062.887	4075.713	4000.206	4015.028	306809	0	240
2026.06.30	4014.970	4063.385	3942.099	4005.593	341234	0	240
2026.07.01	4005.653	4115.736	3959.988	4035.169	331786	0	240
2026.07.02	4034.972	4144.121	4030.633	4126.180	355994	0	160
2026.07.03	4126.292	4195.506	4122.970	4174.661	177034	0	240
2026.07.05	4177.917	4202.273	4173.191	4183.137	18379	0	240
2026.07.06	4183.254	4203.185	4128.469	4157.372	259621	0	240
2026.07.07	4157.318	4180.583	4092.023	4098.591	284762	0	240
2026.07.08	4098.471	4134.080	4021.769	4076.276	444677	0	240
2026.07.09	4076.084	4120.300	4054.193	4109.783	152328	0	240
